Make me the manager. I'll do 100% better then Roy as you will see no Liverpool players. , 

Richards > Kelly   Rio > Kelly  Smalling > Kelly , 

"Martin Kelly, Martin Kelly? ARE YOU FUCKING SERIOUS?" , 

